year	month_num	total_hook	total_hook_csh	kg_net_cw	p_average_hook_csh	p_average_butcher_cs	kg_net_export_market_others_cw	total_export	domestic_hook_csh	domestic_hook	price_export_ime_dua_all	price_export_ime_dua_plant	Gasoil_PPI	GLP_PPI	xr_peso	agro_dollars	industry_dollars	agro_pesos	industry_pesos	rain	wage_industrial_food	wage_industrial_food_detrend	big_consumer_3	big_consumer_51	big_consumer_52	quarter	code	price_import_fertilizer	price_import_urea	price_international_beef	price_international_cattle	soy_price	soybean_price	price_international_urea	price_international_dap	novillo_tipo	novillo_tipo_farm	novillo_tipo_industrial	ifg	price_calves140	price_pregnant	p_pigs_hook	p_piglets_hook	p_lamb_hook	total_value	total	FOB_egypt	kg_net_egypt	price_livestock_egypt	FOB_china	kg_net_china	price_livestock_china	FOB_jordan	kg_net_jordan	price_livestock_jordan	FOB_brazil	kg_net_brazil	price_livestock_brazil	FOB_syria	kg_net_syria	price_livestock_syria	FOB_tunisia	kg_net_tunisia	price_livestock_tunisia	FOB_lebanon	kg_net_lebanon	price_livestock_lebanon	FOB_turkey	kg_net_turkey	price_livestock_turkey	price_export_ime_agg	china_import_world_quantity	china_import_world_value	china_import_uruguay_quantity	china_import_uruguay_value	uy_gdp_percapita	china_gdp_percapita	xr_china	oil_wti	us_tbill	kg_net_import_market	price_import_market_index	kg_net_import_market_nouy	price_import_market_index_nouy	kg_net_import_market_uy	price_import_market_index_uy	kg_net_import_market_cw	price_import_market_index_cw	kg_net_import_market_nouy_cw	price_import_market_index_nouy_cw	kg_net_import_market_uy_cw	price_import_market_index_uy_cw	tri	trend
2016	8	48388208.4	47715958.4	37569109.14168266	3.2032329095164944	3.891702890148441	0.0	37569109.14168266	10146849.258317336	10819099.258317336	3.4891788925748504	3.4891788925748504	0.8830229166999654	1.473257527473392	28.837	4.851564303294935	3.825876601050799	21.84704645862922	16.921272216262473	299.29999999999995	258.78	1.104137987480016	136.19610033199857	117.16639696875215	114.866785887372	0	20162.0	0.3606352796173228	0.20327905591550027	4.24	2.5168902986556776	412.17	9.995326086956522	186.25	318.06	2.3291666666666666	1.81875	0.5104166666666666	1.2276	2.145	545.0	1.9	3.55	5.414487653086198	19873871.4	7921270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12535800.0	5223250.0	2.4	3390.0	52348317.0	222616.0	14700512.0	48162.0	16715.6334746253	8147.93770549385	6.6466	44.72	0.3	417766.63	3.977569630202393	0.0	0.0	0.0	0.0	599565.1160526315	2.771501902812724	0.0	0.0	0.0	0.0	2	91
2016	9	46114881.300000004	45512734.5	37954822.242461964	3.0845168983419353	3.7817604913168004	0.0	37954822.242461964	7557912.2575380355	8160059.05753804	3.448178069283212	3.448178069283212	0.896998051572069	1.5114665474152464	28.728	5.205388088165568	3.686014755236355	21.54542630630236	17.185145728204496	294.8	258.96	-0.0696508719916732	136.7128566302507	117.61095061918355	115.30261433563582	0	20162.0	0.3606352796173228	0.20327905591550027	4.12	2.3063127215647543	403.53	9.606071428571427	187.3	320.0	2.3	1.7625	0.5375	1.3096	2.2	535.0	1.94	3.6	5.4781709368807725	6280200.0	2616750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6280200.0	2616750.0	2.4	3405.0	38172863.0	161006.0	13224598.0	41606.0	16715.6334746253	8147.93770549385	6.6702	45.18	0.29	456815.76	3.7830022983445226	0.0	0.0	0.0	0.0	651669.7096103315	2.651857289842956	0.0	0.0	0.0	0.0	2	92
2016	10	48303561.0	47279421.4	36982541.57438607	2.9823049035409728	3.7623468732448306	0.0	36982541.57438607	10296879.82561393	11321019.425613932	3.383843937234253	3.383843937234253	0.9506201847103796	1.5935819520114225	28.094	5.098882640432752	3.704597759003085	20.81241596145598	17.40649844195067	394.9	259.84	-0.549161596572445	139.79806881447436	120.26508825328918	117.90465952282146	0	20163.0	0.3539842879208324	0.20055244195265215	4.04	2.208272548688605	401.87	9.76347619047619	187.5	310.0	2.3229166666666665	1.7104166666666667	0.6125	1.3354	2.2	525.0	2.03	3.81	5.586388466927636	26908951.1	8919279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40882.0	14940.0	2.736412315930388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24953144.1	8179629.0	3.0506449742402744	3381.0	36917935.0	154248.0	12067821.0	38099.0	16715.6334746253	8147.93770549385	6.7303	49.78	0.33	346581.39	4.098522052785349	0.0	0.0	0.0	0.0	494408.042368421	2.873075169237435	0.0	0.0	0.0	0.0	3	93
2016	11	55452586.7	54230648.3	37618801.76431851	2.962848767103896	3.6788984818894046	0.0	37618801.76431851	16611846.535681486	17833784.935681492	3.3810600097486696	3.3810600097486696	0.909728817011303	1.5692915490122938	28.665	5.432460952829892	4.218335523720163	18.62728973738918	16.747628015042785	317.1	260.97	-0.7843941862622277	137.01332444702052	117.86943622494005	115.55602667483504	0	20163.0	0.3539842879208324	0.20055244195265215	4.3	2.3473213603330536	397.76	10.070833333333333	205.0	298.0	2.25625	1.6604166666666669	0.5958333333333333	1.3438	2.2	500.0	2.03	3.31	5.385813201931245	32053433.7	12412525.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21027919.7	7791716.5	2.69875318230585	3266.0	46964558.0	199885.0	14772982.0	47579.0	16715.6334746253	8147.93770549385	6.8402	45.66	0.45	461107.64	3.6168187974504167	0.0	0.0	0.0	0.0	661618.0320496614	2.520703335175753	0.0	0.0	0.0	0.0	3	94
2016	12	53639942.5	52186427.5	44131141.31562851	2.9003434355762328	3.560458919643099	0.0	44131141.31562851	8055286.184371486	9508801.184371486	3.363548205979272	3.363548205979272	0.965986044891954	1.695232802604586	28.76	4.460508135466475	4.068490780674495	19.73215206048601	16.728249126170837	449.1	263.98	0.8546513589388692	136.56074218615586	117.48009003434998	115.17432213609688	0	20163.0	0.3539842879208324	0.20055244195265215	4.14	2.468208266039798	416.07	10.22202380952381	217.75	296.63	2.285416666666667	1.6229166666666666	0.6625	1.3605	2.155	500.0	2.04	3.49	5.3627407032195595	38637856.4	15688876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6312.0	800.0	7.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38631544.4	15688076.0	2.462478152196611	3444.0	57621811.0	258503.0	15572844.0	52043.0	16715.6334746253	8147.93770549385	6.9198	51.97	0.51	255787.62	3.5516374482862	0.0	0.0	0.0	0.0	367420.40388091386	2.47254883072429	0.0	0.0	0.0	0.0	3	95
2017	1	47908527.0	46942551.6	32494289.778526675	2.9507195167422475	3.587564990054232	0.0	32494289.778526675	14448261.821473327	15414237.221473325	3.490298237413649	3.490298237413649	0.9734602755404894	1.736969897765662	28.531	5.64702950698071	4.308371223646854	18.030414139293523	16.773337847451145	363.8	272.21	-2.554409122073721	147.5825175290603	126.9116589226802	123.90341561724472	0	20170.0	0.33343000508807846	0.26573832594558394	4.07	2.599610442864954	412.0	10.367	233.75	308.0	2.28125	1.6708333333333334	0.6104166666666667	1.345	2.125	515.0	2.08	3.69	5.553881247013145	1953.0	950.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3334.0	46311007.0	210141.0	12281349.0	40328.0	18690.8938401411	8879.43866711453	6.8907	52.5	0.51	334711.14	3.6712388479212255	0.0	0.0	0.0	0.0	483072.0541957783	2.543729303583339	0.0	0.0	0.0	0.0	0	96
2017	2	49071591.8	48106063.8	35467140.650899164	2.908037742002911	3.545738426157598	0.0	35467140.650899164	12638923.149100833	13604451.149100833	3.3921540829638293	3.3921540829638293	0.9757999963908204	1.8118350016038636	28.422	4.737584401041505	3.7007333587520783	18.931956970314616	17.544207893614473	455.5	272.99	-3.1568073070907032	148.14850494763283	127.39837241302476	124.37859232199034	0	20170.0	0.33343000508807846	0.26573832594558394	4.23	2.614321959637272	394.53	10.37707894736842	191.88	326.0	2.283333333333333	1.64375	0.6395833333333333	1.3136	2.1	505.0	2.1	3.93	5.5957457463028675	28933.76	16000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28933.76	16000.0	1.80836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3429.0	53617361.0	226179.0	18148631.0	57709.0	18690.8938401411	8879.43866711453	6.8694	53.47	0.52	153060.37	3.599502862824649	0.0	0.0	0.0	0.0	217506.84157894732	2.53298349606179	0.0	0.0	0.0	0.0	0	97
2017	3	51807046.900000006	50713273.0	40637461.56012836	2.884824908694022	3.5450812227693245	0.0	40637461.56012836	10075811.439871639	11169585.339871645	3.4499053914222184	3.4499053914222184	0.9440507287516566	1.6316115671591562	28.401	4.445120289759936	3.670519427952732	20.31146669987754	17.110645916756354	312.8	273.38	-4.154927357216771	148.25804752021477	127.49257211798842	124.47055916959296	0	20170.0	0.33343000508807846	0.26573832594558394	4.35	2.6175961043711373	383.68	10.009565217391303	223.5	325.63	2.2875	1.6520833333333331	0.6354166666666666	1.3424	2.15	525.0	2.11	4.01	5.581780714858893	21004828.26	8228990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21004828.26	8228990.0	2.5525402582820003	3407.0	60153707.0	262528.0	15912925.0	50078.0	18690.8938401411	8879.43866711453	6.894	49.33	0.74	185132.13	4.24129334005934	0.0	0.0	0.0	0.0	270452.7805991627	2.903278229421284	0.0	0.0	0.0	0.0	0	98
2017	4	42138704.4	41051683.1	32718855.70358487	2.842357134341222	3.540868821809719	0.0	32718855.70358487	8332827.396415133	9419848.69641513	3.3907511492782616	3.3907511492782616	0.9731059648764936	1.6669564727658128	28.388	4.889108402343762	3.932724897334145	18.646067500114853	17.286534435533177	273.3	273.48	-5.448769272451883	148.32594080673596	127.55095606323056	124.52755921430216	0	20171.0	0.3800023634870251	0.21622732991042626	4.41	2.7723007042730727	387.44	9.478868421052631	207.88	313.13	2.29375	1.6166666666666667	0.6770833333333334	1.3789	2.1	520.0	2.1	3.8	5.53185538918212	3154808.0	1272100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3154808.0	1272100.0	2.48	3454.0	55860978.0	247134.0	13765103.0	43398.0	18690.8938401411	8879.43866711453	6.8876	51.06	0.8	299313.79	3.6878987767319376	0.0	0.0	0.0	0.0	436559.9723098863	2.5284932884695497	0.0	0.0	0.0	0.0	1	99
2017	5	53535223.5	52356635.1	38033379.29990127	2.8572235999998403	3.591973390904562	0.0	38033379.29990127	14323255.800098732	15501844.20009873	3.3773428636758935	3.3773428636758935	0.945137023465672	1.6692612885383502	28.117	4.769297869320416	4.08277401652019	19.807938871035304	15.304734090930117	580.3	280.08	-0.2483330527961123	149.75555029418572	128.7803300751499	125.72779282909306	0	20171.0	0.3800023634870251	0.21622732991042626	4.6	2.750481910856212	389.72	9.573863636363637	178.75	309.25	2.2354166666666666	1.58125	0.6541666666666667	1.3185	2.14	500.0	2.23	3.66	5.530438099449144	26150269.88	10746864.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26150269.880000003	10746864.0	2.433293087174082	3268.0	55182049.0	235855.0	17355622.0	54016.0	18690.8938401411	8879.43866711453	6.8843	48.48	0.89	226099.96	3.6504962672262304	0.0	0.0	0.0	0.0	317831.85983573407	2.596898436886037	0.0	0.0	0.0	0.0	1	100
2017	6	53418635.0	52234162.9	42530289.91946693	2.975605123584741	3.648904957533456	0.0	42530289.91946693	9703872.98053307	10888345.080533072	3.4064661384705626	3.4064661384705626	0.9116111181931674	1.6208536397097553	28.364	4.312922352332927	4.0685397518109285	17.870683184000587	16.005694567559644	154.2	280.2	-1.5336186982493314	148.45144576299603	127.65888241161292	124.63292733661008	0	20171.0	0.3800023634870251	0.21622732991042626	4.68	2.7474004471780007	378.59	9.250409090909091	191.0	310.3	2.239583333333333	1.6520833333333331	0.5875	1.2839	2.14	552.5	2.18	3.86	5.469246275786584	14775135.01	6019638.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6806803.2	2836168.0	2.4	3349.0	55873565.0	241195.0	16038859.0	52611.0	18690.8938401411	8879.43866711453	6.8066	45.18	0.98	361178.13	4.178571360342334	0.0	0.0	0.0	0.0	538759.5103531375	2.8012657985578167	0.0	0.0	0.0	0.0	1	101
2017	7	41268270.2	40537484.9	32619623.545722213	3.128735833401445	3.82156483787087	0.0	32619623.545722213	7917861.354277786	8648646.65427779	3.5292325577772434	3.5292325577772434	0.9376122940354344	1.6583502944655224	28.636	5.913048882593931	4.54331361456542	16.77372895975541	14.727027734643707	313.5	288.95	5.805373791188352	147.04137475979957	126.44631026410777	123.44909732419366	0	20172.0	0.35062987208883317	0.19724870669343114	4.67	2.5419457353745214	410.23	9.971125	181.0	313.75	2.308333333333333	1.75625	0.5520833333333334	1.2168	2.215	540.0	2.2	4.12	5.3909000027886655	17394668.6	6549110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11281762.5	4800750.0	2.35	3441.0	63988924.0	281331.0	18974814.0	60575.0	18690.8938401411	8879.43866711453	6.7694	46.63	1.07	548497.6900000001	4.230173385051083	0.0	0.0	0.0	0.0	792175.2875869689	2.928948133521866	0.0	0.0	0.0	0.0	2	102
2017	8	44515149.8	43773118.6	32560998.49722927	3.1753377301497543	3.8946834648403854	0.0	32560998.49722927	11212120.10277073	11954151.302770726	3.5341770977874725	3.5341770977874725	0.9502020850107256	1.7248635476962724	28.651	4.634749542051964	4.009381603415627	18.839911197439537	15.036669669753405	790.6	289.56	4.998644415517016	146.9643924338285	126.38011031806882	123.384466544819	0	20172.0	0.35062987208883317	0.19724870669343114	4.47	2.4056406370176	392.87	9.425391304347826	192.63	320.75	2.3125	1.7958333333333334	0.5166666666666667	1.2502	2.25	562.5	2.25	4.58	5.5122070719401535	25900632.52	10426712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42876.21	23070.0	1.8585266579973991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17445176.5	6975490.0	2.5009248812628218	3492.0	64759147.0	282484.0	21116767.0	69258.0	18690.8938401411	8879.43866711453	6.667	48.04	1.01	884556.39	3.911480250569441	0.0	0.0	0.0	0.0	1264808.9628808196	2.7355315715975217	0.0	0.0	0.0	0.0	2	103
