v1,market_name,market_days,primary_mkt_day,county,sub_county,ward,location,sub_location,gpslatitude,gpslongitude,market_size,atleast_1_trader,traders_number,directions,comments
540,"Kachibora","Tuesday","Tuesday","Trans nzoia","Cherenganyi","Cherenganyi","Cherenganyi","Nzoia",.982433,35.22112,"medium","yes",5,,""
541,"Kipkeikei","Wednesday","Wednesday","Trans nzoia","Cherenganyi","Cherenganyi","Cherenganyi","",1.012985,35.21029,"medium","yes",4,,""
542,"Mwaita","Thursday","Thursday","Trans nzoia","Cherenganyi","Cherenganyi","Suwerwa","",1.033348,35.1937,"small","yes",2,,""
543,"Suwerwa","Monday","Monday","Trans nzoia","Cherenganyi","Cherenganyi","Suwerwa","",1.051411,35.22321,"medium","yes",4,,""
544,"Kapkarwa","None","None","Trans nzoia","Cherenganyi","Cherenganyi","Suwerwa","",1.020963,35.15454,"small","yes",3,,""
545,"Motosiet","Wednesday","Wednesday","Trans nzoia","Cherenganyi","Motosiet","Motosiet","Motosiet",.995208,35.15797,"small","yes",1,,""
546,"Sibanga (Maili nane)","Friday","Friday","Trans nzoia","Cherenganyi","","Kaplamai","Kimoson",1.02825,35.1208,"large","yes",7,,""
547,"Kaplamai","Thursday","Thursday","Trans nzoia","Cherenganyi","","Kaplamai","",.987234,35.12447,"small","yes",3,,""
548,"Sinoko","Saturday","Saturday","Trans nzoia","Cherenganyi","","Motosiet","",.966305,35.15425,"small","yes",2,,""
549,"Kapsara","Tuesday","Tuesday","Trans nzoia","Cherenganyi","","Makutano","",1.08904,35.15463,"medium","yes",5,,""
550,"Makutano","Sunday","Sunday","Trans nzoia","Cherenganyi","Makutano","Makutano","",1.068277,35.19315,"medium","yes",4,,""
551,"Bonde","None","None","Trans nzoia","Cherenganyi","Makutano","Makutano","",1.045667,35.13166,"small","yes",3,,""
554,"Kimondo","Thursday","Thursday","Trans nzoia","Endebes","matumbei","mubere","",1.114772,34.78395,"large","yes",10,,""
555,"Namuchula","Monday","Monday","Trans nzoia","Endebes","matumbei","mubere","",,,"medium","yes",6,,""
556,"Kolongei","Tuesday","Tuesday","Trans nzoia","Endebes","matumbei","kaibei","",,,"medium","yes",4,,""
557,"Tobok","Tuesday","Tuesday","Trans nzoia","Endebes","mubere","mubere","",,,"medium","yes",5,,""
558,"Salama","Monday","Monday","Trans nzoia","Endebes","matumbei","kaibei","",1.094935,34.77168,"medium","yes",8,,""
559,"Chepchoina","Sunday","Sunday","Trans nzoia","Endebes","chepchoina","chepchoina","",1.20291,34.81131,"medium","yes",5,,""
560,"Molem","Wednesday","Wednesday","Trans nzoia","Endebes","chepchoina","Twiga","",1.132582,34.83512,"medium","yes",4,,""
561,"Twiga","None","None","Trans nzoia","Endebes","chepchoina","Twiga","",,,"tiny","no",0,,""
562,"Cherubai","None","None","Trans nzoia","Endebes","chepchoina","Twiga","",,,"tiny","no",0,,""
563,"Kayos","None","None","Trans nzoia","Endebes","chepchoina","Kiptogot","",,,"tiny","no",0,,""
564,"Naminit","None","None","Trans nzoia","Endebes","chepchoina","Kiptogot","",,,"tiny","no",0,,""
565,"Sikhendu","Friday","Friday","Trans nzoia","Kiminini","Sikhendu","Sikhendu","Sikhendu",.8346695,34.86528,"large","yes",10,,""
566,"Wewonia","Monday","Monday","Trans nzoia","Kiminini","Sikhendu","Wewonia","Sikhendu",,,"tiny","no",0,,""
567,"Mucharage","None","None","Trans nzoia","Kiminini","Sikhendu","Sikhendu","Sikhendu",.808494,34.84869,"tiny","no",0,,""
568,"Mukuyuni","None","None","Trans nzoia","Kiminini","Sikhendu","Wewonia","Sikhendu",,,"tiny","no",0,,""
569,"Imani","None","None","Trans nzoia","Kiminini","Sikhendu","Wewonia","Sikhendu",,,"tiny","no",0,,""
570,"Kikwamet","None","None","Trans nzoia","Kiminini","Sikhendu","Wewonia","Sikhendu",,,"tiny","no",0,,""
571,"Barbton","None","None","Trans nzoia","Kiminini","Sikhendu","Wewonia","Sikhendu",,,"tiny","no",0,,""
572,"Kapkoi","None","None","Trans nzoia","Kiminini","Waitaluk","Waitaluk","Kapkoi",,,"tiny","no",0,,""
573,"Kimatwet","None","None","Trans nzoia","Kiminini","Waitaluk","Waitaluk","Kapkoi",,,"","",,,""
574,"Maili saba","Sunday","Sunday","Trans nzoia","Kiminini","Waitaluk","Waitaluk","Kapkoi",.951635,35.06405,"small","yes",2,,""
575,"Tulwet","None","None","Trans nzoia","Kiminini","Waitaluk","Mabonde","Mabonde",,,"tiny","no",0,,""
576,"Waitaluk","None","None","Trans nzoia","Kiminini","Waitaluk","Waitaluk","Waitaluk",,,"tiny","no",0,,""
577,"Kibagenge","None","None","Trans nzoia","Kiminini","Waitaluk","Kapkoi","Kapkoi",,,"tiny","no",0,,""
578,"Waigama","None","None","Trans nzoia","Kiminini","Waitaluk","Mabonde","Mabonde",,,"tiny","no",0,,""
579,"Namgoi","None","None","Trans nzoia","Kiminini","Waitaluk","Mabonde","Mabonde",,,"tiny","no",0,,""
580,"Wamuini","None","None","Trans nzoia","Kiminini","Waitaluk","Mabonde","Mabonde",,,"tiny","no",0,,""
581,"Luanda","Thursday Monday","Monday","Vihiga","Luanda","Luanda Township","Luanda","Ebushikhale",.023296,34.58658,"large","yes",16,,""
582,"Mwibona","Thursday Monday","Thursday","Vihiga","Luanda","Mwibona","Mwibona","",.034101,34.57426,"small","yes",2,,""
583,"Emabungo","None","None","Vihiga","Luanda","Emabungo","Emabungo","",.001633,34.36026,"small","yes",2,,""
584,"Kima","None","None","Vihiga","Luanda","Emabungo","Emabungo","wekhomo",.013755,34.37298,"small","yes",2,,""
585,"Magata","None","None","Vihiga","Luanda","Wemilabi","","",,,"small","yes",2,,""
586,"Rabuor","Thursday Monday","Thursday Monday","Vihiga","Luanda","","","",,,"tiny","no",0,,""
587,"Mwironje","None","None","Vihiga","Luanda","Wemilabi","Ebubayi","",,,"","",,,""
588,"Ochuore","Friday","Friday","Vihiga","Luanda","","","",,,"tiny","no",0,,""
589,"Muyekhe","None","None","Vihiga","Luanda","","","",,,"tiny","no",0,,""
590,"Ekwanda","Monday/ Thursday/ Sunday","All listed","Vihiga","Luanda","Luanda South","Maseno","",-.021936,34.57095,"medium","yes",6,,""
591,"Depo","None","None","Vihiga","Luanda","","","",.005343,34.34579,"tiny","no",0,,""
592,"Sikulu","None","None","Vihiga","Luanda","","","",,,"tiny","no",0,,""
593,"Epuche","None","None","Vihiga","Luanda","Mibuna","Ebuchimi","Ebuchimi",,,"tiny","no",0,,""
594,"Mbale","Saturday/Monday","Saturday","Vihiga","Vihiga","wamuluma","al","mbii",.082584,34.72142,"medium","yes",4,,""
595,"Majengo","None","None","Vihiga","Vihiga","central maragoli","central maragoli","ikumba",.025682,34.43243,"medium","yes",4,,""
596,"Masana","None","None","Vihiga","Vihiga","South Maragoli","south maragoli","masana",.001894,34.42413,"medium","yes",3,,""
597,"Cheptulu","Tuesday/Friday","Friday","Vihiga","Hamisi","Chiru","shavirinda","Cheptulu",.128031,34.86126,"small","yes",3,,""
598,"Shamakhokho","None","None","Vihiga","Hamisi","Hamisi","Chamakhokho","Kibogoli",.063884,34.49551,"small","yes",2,,""
599,"Serem","Saturday/Wednesday","Saturday","Vihiga","Hamisi","Hamisi","Chamakhokho","serem",.07893,34.8533,"medium","yes",8,,""
600,"Banja","Thursday/Sunday","Thursday","Vihiga","Hamisi","banja","banja","gasianja",.037683,34.82818,"tiny","yes",2,,""
601,"Jebrok","Monday","Monday","Vihiga","Hamisi","chambwa","","chekoyai",.010162,34.45377,"tiny","no",0,,""
602,"gambogi","None","None","Vihiga","Hamisi","Chepkoyai","Chepkoyai","",,,"tiny","no",0,,""
603,"Mudete","Monday/ Thursday","Thursday","Vihiga","Sabatia","North Maragoli","North Maragoli","Mudete",.117012,34.77053,"medium","yes",4,,""
604,"Chavakali","Wednesday","Wednesday","Vihiga","Sabatia","Sabatia","Chavakali","Chavakali/ Soth Maragoli",.117874,34.7329,"Small","yes",3,,""
605,"Sabatia","None","None","Vihiga","Sabatia","","","",.071496,34.4719,"","",,,""
606,"Mago","Sunday","Sunday","Vihiga","Sabatia","Shamakhokho/ Hodanga","","Lusengeli",.065276,34.49076,"Tiny","no",0,,""
608,"Emwatsi","Wednesday /Saturday","Saturday","Vihiga","Emuhaya","West Bunyore","Ipali","Embali",.084961,34.56856,"small","yes",3,,""
609,"Mwichio","None","None","Vihiga","Emuhaya","Central Bunyore","Tongoi","Emusire",.042187,34.36357,"small","yes",2,,""
610,"Emanyinya","Wednesday /Saturday","Saturday","Vihiga","Emuhaya","Central Bunyore","Emanyinya","Emanyinya",.114671,34.6143,"small","yes",2,,""
611,"Ebuyangu","None","None","Vihiga","Emuhaya","","Ipali","Ebusiekwe",.043217,34.34343,"","",,,""
612,"Kilingili","Friday","Friday","Vihiga","Emuhaya","","","",.123314,34.68116,"medium","yes",8,,""
613,"Shirachi/ Esibuye","Saturday/ Wednesday","Wednesday","Vihiga","Emuhaya","","","",.081826,34.63886,"small","yes",3,,""
614,"Ilungu","None","None","Vihiga","Emuhaya","","","",.070775,34.38554,"","",,,""
615,"Emwasi","Wednesday /Saturday","Not verified","Vihiga","Emuhaya","","","",,,"small","yes",3,,""
616,"Munjiti","Friday","Friday","Vihiga","Emuhaya","","","",,,"","",,,""
617,"Ipali","None","None","Vihiga","Emuhaya","","","",.024087,34.34423,"","",,,""
618,"Sofia","None","None","Vihiga","Emuhaya","","","",,,"","",,,""
619,"Emanyinya","None","None","Vihiga","Emuhaya","Central Bunyore","","",,,"","",,,""
620,"Eshirulo","None","None","Vihiga","Emuhaya","Central Bunyore","","",,,"","",,,""
621,"Esaba","None","None","Vihiga","Emuhaya","Central Bunyore","","",.000134,34.34591,"","",,,""
622,"Mwilonje","None","None","Vihiga","Emuhaya","","","",.041811,34.38337,"","",,,""
623,"Emakakha","None","None","Vihiga","Emuhaya","","","",.060217,34.39071,"","",,,""
624,"Emakata","None","None","Vihiga","Emuhaya","","","",,,"","",,,""
625,"Ebusiratsi","None","None","Vihiga","Emuhaya","","","",.05168,34.38163,"","",,,""
626,"Esikhuyo","None","None","Vihiga","Emuhaya","","","",.065093,34.35373,"","",,,""
627,"Mwitsuksi","None","None","Vihiga","Emuhaya","","","",,,"","",,,""
628,"Mungoye","None","None","Vihiga","Emuhaya","","","",.032242,34.33376,"","",,,""
629,"Mlimani","None","None","Vihiga","Emuhaya","","","",,,"","",,,""
630,"Duka moja","None","None","Vihiga","Emuhaya","","","",,,"","",,,""
631,"Ebukoolo","None","None","Vihiga","Emuhaya","","","",.041536,34.22558,"","",,,""
632,"Maila","Tuesday","Tuesday","Bungoma","Webuye West","Sitikho","Sitikho","",.5206077,34.71012,"small","yes",3,,""
633,"Endebess","Saturday","Saturday","Trans nzoia","Endebes","Endebess","","",1.078081,34.85637,"medium","yes",4,,""
634,"Kaptama","Wednesday","Wednesday","Bungoma","Mt. Elgon","","","",.8854287,34.76624,"small","yes",3,,""
635,"Kapsokwony","Monday","Monday","Bungoma","Mt. Elgon","","","",.840722,34.71497,"small","yes",2,,""
636,"Kapkateny","Saturday/ Tuesday/ Thursday","Not verified","Bungoma","Mt. Elgon","","","",.801281,34.62549,"small","yes",3,,""
637,"Kopsiro","Wednesday","Wednesday","Bungoma","Mt. Elgon","","","",.82904,34.59146,"small","yes",3,,""
638,"Cheptais","Friday","Friday","Bungoma","Mt. Elgon","","","",.806631,34.4636,"large","yes",10,,""
639,"Kimilili","Thursday","Thursday","Bungoma","Kimilili","","","",.774457,34.71729,"medium","yes",5,,""
640,"Kamkuywa","Tuesday","Tuesday","Bungoma","Kimilili","","","",.7787478,34.78963,"medium","yes",4,,""
641,"Chesamisi","Saturday","Saturday","Bungoma","Kimilili","","","",.841554,34.79042,"small","yes",1,,""
642,"Changamwe","Friday","Friday","Kakamega","Navakholo","Navakholo East","Bunyala East","",.48912,34.70425,"small","yes",3,,""
,"Burundu","None","None","Kakamega","","","","",.4404703,34.75438,"tiny","no",0,,""
,"Chebosi","None","None","Bungoma","","","","",.647236,34.69184,"tiny","no",0,,""
,"Imbiakalo","None","None","Kakamega","","","","",.4089452,34.75301,"tiny","no",0,,""
,"Jerusalem","None","None","Kakamega","","","","",.4954144,34.74717,"small","yes",1,,""
,"Kalenda","None","None","Kakamega","","","","",.4492514,34.76891,"tiny","no",0,,""
,"Kalenda Junction","None","None","Kakamega","","","","",.4611207,34.7803,"tiny","no",0,,""
,"Khalala","None","None","Bungoma","","","","",.4619033,34.64902,"tiny","no",0,,""
,"Kiminini","Sunday","Sunday","Trans nzoia","","","","",.8936245,34.92422,"large","yes",10,,""
,"Kituni","None","None","Bungoma","","","","",.6665241,34.72943,"tiny","no",0,,""
,"Lumani","None","None","Kakamega","","","","",.4893747,34.72271,"tiny","no",0,,""
,"Makhese","None","None","Bungoma","","","","",.6769798,34.74856,"small","yes",1,,""
,"Makuma","None","None","Bungoma","","","","",.5752285,34.75668,"tiny","no",0,,""
,"Malaha","None","None","Bungoma","","","","",.6332764,34.74215,"tiny","no",0,,""
,"Malekha","None","None","Kakamega","","","","",.4623875,34.79723,"tiny","no",0,,""
,"Matunda Center","None","None","Trans nzoia","","","","",.8777128,34.89846,"tiny","no",0,,""
,"Mbande","None","None","Kakamega","","","","",.5433816,34.80605,"tiny","no",0,,""
,"Miendo","None","None","Bungoma","","","","",.6595033,34.68974,"tiny","no",0,,""
,"Mikuva","None","None","Bungoma","","","","",.6503591,34.78297,"tiny","no",0,,""
,"Mutsuma","None","None","Kakamega","","","","",.4399555,34.73813,"tiny","no",0,,""
,"Mutuwa","None","None","Bungoma","","","","",.5737545,34.76648,"tiny","no",0,,""
,"Nabwala","Saturday/Tuesday","Saturday","Bungoma","","","","",.5478418,34.73355,"small","yes",1,,""
,"Ngwelo (Makhele)","Monday/Friday","Monday","Bungoma","","","","",.5881647,34.72121,"tiny","no",0,,""
,"Nzoia","None","None","Bungoma","","","","",.563463,34.75904,"tiny","no",0,,""
,"Sabatia","Wednesday/Saturday","Wednesday","Kakamega","","","","",.2303681,34.52493,"medium","yes",5,,""
,"Sawa","None","None","Bungoma","","","","",.6997339,34.64688,"tiny","no",0,,""
,"Shikumulo","None","None","Kakamega","","","","",.4182901,34.75393,"tiny","no",0,,""
,"Sirisia","None","None","Bungoma","","","","",.6786714,34.72216,"tiny","no",0,,""
,"Vuyika","None","None","Kakamega","","","","",.5393969,34.78865,"tiny","no",0,,""
,"Yalusi","None","None","Bungoma","","","","",.5389212,34.70201,"tiny","no",0,,""
